X.chr	begin	relativeCvg
chr1	752000	0.62
chr1	830000	0.59
chr1	2684220	0.59
chr1	3995268	0.59
chr1	5736000	0.59
chr1	152562000	0.48
chr2	91926000	0.63
chr2	227166000	0.77
chr4	69382000	0.65
chr4	69490000	0.80
chr4	70124000	0.67
chr4	132576000	0.66
chr4	182054000	0.54
chr4	190472000	0.65
chr6	32462000	0.80
chr6	32528000	0.40
chr6	42190000	0.66
chr6	53398000	0.66
chr6	54580000	0.67
chr6	57368000	0.78
chr6	57610000	0.65
chr6	58288000	0.66
chr6	61920000	0.66
chr6	62178589	0.66
chr6	66036000	0.66
chr6	81574000	0.66
chr6	95830543	0.66
chr6	103762000	0.67
chr6	132040000	0.66
chr6	157609467	0.66
chr6	157691300	0.66
chr6	168042073	0.66
chr6	170329972	0.66
chr7	80000	0.66
chr7	282484	0.66
chr7	4642000	0.67
chr7	22532000	0.78
chr7	22580000	0.67
chr7	26146000	0.66
chr7	35106000	0.75
chr7	35280000	0.66
chr7	56436000	0.52
chr7	102244000	0.69
chr7	118134000	0.12
chr7	126046000	0.43
chr8	107854000	0.60
chr8	109010000	0.60
chr8	145576000	0.41
chr9	18280000	0.67
chr9	23290000	0.12
chr9	23300000	0.65
chr9	23364000	0.13
chr9	23378000	0.66
chr9	37672000	0.60
chr9	39713686	0.60
chr9	40024796	0.60
chr9	40283029	0.60
chr9	40475834	0.60
chr9	40990341	0.60
chr9	41193214	0.60
chr9	41415793	0.60
chr9	41970000	0.20
chr9	41988000	0.59
chr9	42663955	0.59
chr9	42666000	0.78
chr9	42832000	0.49
chr9	43313698	0.49
chr9	43996569	0.49
chr9	44066000	0.76
chr9	44124000	0.64
chr9	44282000	0.44
chr9	44862000	0.63
chr9	44958293	0.57
chr9	45350203	0.57
chr9	45865521	0.57
chr9	46266430	0.57
chr9	46561039	0.57
chr9	47160133	0.57
chr9	65467679	0.57
chr9	65968360	0.57
chr9	66242215	0.57
chr9	66478000	0.60
chr9	66664195	0.60
chr9	66836000	0.70
chr9	66913343	0.70
chr9	66968000	0.79
chr9	67004000	0.63
chr9	67207834	0.63
chr9	67516296	0.63
chr9	68137998	0.63
chr9	68494000	0.66
chr9	68664181	0.66
chr9	68690000	0.79
chr9	68748000	0.62
chr9	68988946	0.62
chr9	69030000	0.78
chr9	69086000	0.59
chr9	69328385	0.59
chr9	69678000	0.76
chr9	69808000	0.60
chr9	69948000	0.77
chr9	70060542	0.77
chr9	70318729	0.77
chr9	70502000	0.66
chr9	70556535	0.66
chr9	70835468	0.66
chr10	6630000	0.79
chr10	18024675	0.79
chr10	37454000	0.65
chr10	67308000	0.50
chr11	192000	0.69
chr11	796000	0.67
chr11	1212759	0.67
chr11	3466000	0.74
chr11	3616000	0.68
chr11	4340000	0.67
chr11	4978000	0.67
chr11	29014000	0.67
chr11	47068000	0.68
chr11	48902000	0.64
chr11	48968000	0.70
chr11	49798000	0.77
chr11	49812000	0.67
chr11	50636000	0.80
chr11	51090853	0.63
chr11	51186000	0.23
chr11	51220000	0.67
chr11	51590000	0.64
chr11	54694205	0.64
chr11	54884000	0.78
chr11	55034000	0.67
chr11	61014000	0.68
chr11	84328000	0.67
chr12	188000	0.66
chr12	7239876	0.66
chr12	8322000	0.73
chr12	8506000	0.69
chr12	8598000	0.66
chr12	34320000	0.80
chr12	34352000	0.65
chr12	37922000	0.66
chr12	38212000	0.67
chr12	38570000	0.80
chr12	38596000	0.66
chr12	130984000	0.65
chr12	132138000	0.67
chr12	132806992	0.67
chr13	19020000	0.77
chr13	19502000	0.70
chr13	19656000	0.71
chr13	20148000	0.74
chr13	20664000	0.70
chr13	20730000	0.74
chr13	20880000	0.71
chr13	47034000	0.49
chr13	48964000	0.27
chr13	49032000	0.14
chr13	49040000	0.74
chr13	49046000	0.13
chr13	49588000	0.62
chr13	49594000	0.13
chr13	49726000	0.54
chr13	49736000	0.13
chr13	50210000	0.13
chr13	50590000	0.74
chr13	52840000	0.70
chr13	52910000	0.75
chr13	53298000	0.71
chr13	53882000	0.73
chr13	54872000	0.71
chr13	55032000	0.73
chr13	55190000	0.71
chr13	55380000	0.73
chr13	56122000	0.70
chr13	56204000	0.74
chr13	56356000	0.71
chr13	56540000	0.73
chr13	57298000	0.72
chr13	57518000	0.74
chr13	57564000	0.69
chr13	57780000	0.73
chr13	58356000	0.71
chr13	58410000	0.73
chr13	58766000	0.71
chr13	58900000	0.73
chr13	59182000	0.70
chr13	59232000	0.73
chr13	59388000	0.72
chr13	59578000	0.74
chr13	59610000	0.72
chr13	60230000	0.73
chr13	63078000	0.72
chr13	63310000	0.74
chr13	63334000	0.70
chr13	63360000	0.73
chr13	63560000	0.69
chr13	63700000	0.73
chr13	64232000	0.69
chr13	64292000	0.73
chr13	65238000	0.71
chr13	69246000	0.11
chr13	77162000	0.40
chr13	83166000	0.61
chr13	84102000	0.66
chr14	54710000	0.29
chr14	70018000	0.12
chr15	20000000	0.80
chr15	20150000	0.65
chr15	20200000	0.79
chr15	20712000	0.67
chr15	20782000	0.78
chr15	20935075	0.78
chr15	21885000	0.78
chr15	22262114	0.78
chr15	22290000	0.66
chr15	22646193	0.66
chr15	23094000	0.78
chr15	23126000	0.67
chr15	23304000	0.76
chr15	23508000	0.65
chr15	23564853	0.65
chr15	24726000	0.65
chr15	28826000	0.77
chr15	28908000	0.67
chr15	29068000	0.80
chr15	29100000	0.66
chr15	29209443	0.66
chr15	34724000	0.16
chr15	34814000	0.67
chr16	70000	0.70
chr16	160000	0.73
chr16	870000	0.71
chr16	1260000	0.73
chr16	1550000	0.71
chr16	1830000	0.73
chr16	2476000	0.72
chr16	2720000	0.72
chr16	3078000	0.69
chr16	8686921	0.69
chr16	11812000	0.73
chr16	12002000	0.70
chr16	15044000	0.77
chr16	15124000	0.70
chr16	18800000	0.74
chr16	18978000	0.70
chr16	21566000	0.74
chr16	21614000	0.71
chr16	22040000	0.74
chr16	22096000	0.70
chr16	28416000	0.72
chr16	28744000	0.71
chr16	29046000	0.73
chr16	29296000	0.71
chr16	29430000	0.73
chr16	29682000	0.72
chr16	29812000	0.73
chr16	30492000	0.72
chr16	31056000	0.73
chr16	31138000	0.72
chr16	68730000	0.42
chr16	68770000	0.12
chr16	68788000	0.43
chr17	0	0.68
chr17	396626	0.68
chr17	26230000	0.54
chr17	34725848	0.54
chr17	36352000	0.78
chr17	36384000	0.60
chr17	36408000	0.78
chr17	36470000	0.67
chr19	242000	0.41
chr19	58274000	0.65
chr21	10365976	0.56
chr21	10697896	0.56
chr22	17506000	0.61
chr22	39360000	0.64
chrX	60000	0.65
chrX	144821	0.65
chrX	281384	0.65
chrX	1097557	0.65
chrX	1184113	0.65
chrX	1314234	0.65
chrX	2118238	0.65
chrX	7673882	0.65
chrX	10788674	0.65
chrX	37148256	0.65
chrX	49292997	0.65
chrX	50024173	0.65
chrX	52445914	0.65
chrX	58564000	0.67
chrX	61682012	0.67
chrX	61918000	0.65
chrX	76703692	0.65
chrX	113567668	0.65
chrX	115732290	0.65
chrX	120063235	0.65
chrX	143296000	0.65
chrX	143557324	0.65
chrX	148956424	0.65
chrX	149082062	0.65
chrX	152327099	0.65
chr1	148894000	1.41
chr1	149004460	1.41
chr1	149509645	1.41
chr1	152586000	1.42
chr1	155784000	1.80
chr1	157204000	1.69
chr1	157344000	1.75
chr1	157866000	1.39
chr1	206072707	1.39
chr1	206482221	1.39
chr1	223797846	1.39
chr1	224218000	1.41
chr1	235242211	1.41
chr1	243380000	1.77
chr1	245826000	1.72
chr1	246128000	1.78
chr1	247728000	1.70
chr1	248494000	1.76
chr1	248674000	1.67
chr1	249058210	1.67
chr1	249066000	1.78
chr1	249198000	1.54
chr2	34696000	1.42
chr2	232712000	1.39
chr2	234053741	1.39
chr2	239831978	1.39
chr2	240809132	1.39
chr3	162496000	1.39
chr3	188924000	1.85
chr4	148210000	1.66
chr5	126000	1.97
chr5	1716000	2.05
chr5	2548000	2.39
chr5	2702000	1.93
chr5	7290000	1.54
chr5	7306000	1.94
chr5	11846000	1.70
chr5	11950000	1.77
chr5	11984000	1.72
chr5	12286000	1.75
chr5	12432000	1.72
chr5	12684000	1.75
chr5	13394000	1.71
chr5	13498000	1.76
chr5	15266000	1.63
chr5	19994000	1.48
chr5	23826000	1.72
chr5	23954000	1.92
chr5	24292000	1.71
chr5	24414000	1.77
chr5	24654000	1.70
chr5	24766000	1.76
chr5	24978000	1.71
chr5	25344000	1.92
chr5	25390000	2.27
chr5	25616000	2.17
chr5	25660000	2.31
chr5	25734000	1.77
chr5	26028000	1.50
chr5	42352000	1.67
chr5	42522000	1.93
chr5	43196000	1.69
chr5	45004000	1.61
chr5	45636000	1.61
chr5	46096000	2.03
chr5	88194000	1.60
chr6	26736000	1.39
chr6	31280000	2.57
chr6	31358000	2.28
chr6	32456000	2.21
chr6	32468000	1.51
chr7	63248000	1.42
chr7	66574000	3.70
chr7	66618000	3.16
chr7	66740000	2.10
chr7	66758000	3.36
chr7	67878000	2.42
chr7	75460000	2.35
chr7	75522000	1.90
chr7	76062000	1.51
chr7	106790000	4.09
chr7	107110000	3.49
chr7	107148000	2.59
chr7	107150000	2.05
chr7	107154000	3.45
chr7	107288000	1.73
chr7	107292000	3.44
chr7	107774000	4.03
chr7	107862000	4.52
chr7	107912000	4.03
chr7	108028000	2.56
chr7	108034000	3.97
chr7	108360000	2.42
chr7	109390000	1.83
chr7	127228000	1.43
chr7	130254523	1.43
chr7	133798000	1.42
chr7	139404377	1.42
chr7	142098195	1.42
chr7	142326197	1.42
chr7	143397897	1.42
chr8	93048000	1.68
chr8	95382000	1.76
chr8	95592000	1.71
chr8	95728000	1.76
chr8	96072000	1.69
chr8	98620000	1.77
chr8	98748000	1.71
chr8	98986000	1.80
